travelCode,userCode,price,time,distance,from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_firstClass,flightType_premium,agency_FlyingDrops,agency_Rainbow
29454,281,629.54,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29454,281,517.82,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29455,281,1484.94,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29455,281,1440.02,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
29456,281,1069.61,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29456,281,870.91,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29457,281,793.15,1.39,535.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29457,281,959.91,1.39,535.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29458,281,755.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29458,281,987.07,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29459,281,987.07,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29459,281,755.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29460,281,1009.71,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29460,281,847.83,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29461,281,604.14,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29461,281,684.88,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29462,281,604.14,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29462,281,684.88,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29463,281,586.04,0.48,183.37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
29463,281,687.25,0.48,183.37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29464,281,638.63,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29464,281,559.13,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
29465,281,1021.53,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29465,281,1215.45,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29466,281,535.95,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29466,281,451.41,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29467,281,791.66,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29467,281,697.51,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29468,281,958.15,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29468,281,587.85,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29469,281,889.07,1.66,637.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29469,281,555.01,1.66,637.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29470,281,1389.37,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29470,281,1581.8,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29471,281,706.36,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29471,281,965.62,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29472,281,1190.94,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
29472,281,1381.55,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29473,281,755.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29473,281,987.07,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29474,281,545.95,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29474,281,827.12,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
29475,281,1576.97,1.66,637.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
29475,281,1087.18,1.66,637.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29476,281,1288.79,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29476,281,1209.04,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29477,281,1376.09,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29477,281,1473.41,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29478,281,964.83,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29478,281,811.73,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29479,281,987.07,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29479,281,755.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29480,281,1069.61,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29480,281,870.91,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29481,281,1183.57,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29481,281,1446.4,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29482,281,1116.83,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
29482,281,1146.95,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29483,281,604.14,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29483,281,684.88,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29484,281,1288.79,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29484,281,1209.04,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29485,281,488.73,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
29485,281,579.62,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
29486,281,1009.71,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29486,281,847.83,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29487,281,1576.97,1.66,637.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
29487,281,1087.18,1.66,637.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29488,281,457.95,0.48,183.37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29488,281,503.26,0.48,183.37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29489,281,698.1,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29489,281,602.12,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
29490,281,1665.24,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29490,281,1040.84,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
29491,281,583.6,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29491,281,506.56,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29492,281,669.83,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29492,281,744.11,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29493,281,1289.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
29493,281,1247.02,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
29494,281,1434.91,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
29494,281,1286.63,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29495,281,756.3,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
29495,281,1269.73,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
29496,281,1487.52,1.66,637.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29496,281,1127.36,1.66,637.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29497,281,743.54,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29497,281,877.56,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29498,281,958.15,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29498,281,587.85,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29499,281,691.39,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29499,281,697.22,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29500,281,1088.87,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29500,281,1300.81,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29501,281,474.6,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29501,281,563.23,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29502,281,663.23,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29502,281,602.49,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29503,281,513.06,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29503,281,829.91,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
29504,281,669.83,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29504,281,744.11,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29505,281,730.43,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29505,281,1186.15,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29506,281,332.1,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29506,281,361.68,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29507,281,630.34,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29507,281,906.59,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29508,281,573.61,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29508,281,568.38,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29509,281,1166.1,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29509,281,1124.11,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29510,281,1376.09,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29510,281,1473.41,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29511,281,1116.83,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
29511,281,1146.95,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29512,281,598.61,0.46,176.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29512,281,576.66,0.46,176.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29513,281,1096.58,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29513,281,949.99,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29514,281,750.0,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29514,281,586.06,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
29515,281,1499.93,2.1,808.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
29515,281,1574.28,2.1,808.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29516,281,1007.72,1.55,597.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29516,281,1091.21,1.55,597.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29517,281,1009.71,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29517,281,847.83,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29518,281,628.96,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
29518,281,806.91,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29519,281,545.95,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29519,281,827.12,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
29520,281,1110.76,1.39,535.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29520,281,1244.73,1.39,535.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29521,281,684.88,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29521,281,604.14,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29522,281,852.18,2.1,808.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29522,281,819.41,2.1,808.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29523,281,1181.19,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29523,281,1119.47,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29524,281,446.73,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29524,281,647.9,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29525,281,752.27,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
29525,281,1159.84,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
29526,281,932.22,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29526,281,875.41,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
29527,281,670.13,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29527,281,1145.72,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
29528,281,831.7,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29528,281,661.32,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29529,281,804.24,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29529,281,709.25,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29530,281,957.68,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29530,281,1260.1,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29531,281,630.34,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29531,281,906.59,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29532,281,1434.38,1.76,676.53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
29532,281,1292.29,1.76,676.53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29533,281,1287.52,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29533,281,898.04,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29534,281,883.63,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
29534,281,1533.42,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
29535,281,980.83,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
29535,281,1573.5,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
29536,281,992.17,0.67,257.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
29536,281,824.31,0.67,257.81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
29537,281,432.1,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29537,281,393.68,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29538,281,1376.09,1.69,650.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29538,281,1473.41,1.69,650.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29539,281,831.7,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29539,281,661.32,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29540,281,588.14,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29540,281,962.54,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
29541,281,1684.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29541,281,1531.92,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29542,281,1611.14,2.3,885.57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
29542,281,1617.81,2.3,885.57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29543,281,1088.87,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29543,281,1300.81,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29544,281,421.2,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29544,281,439.38,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29545,281,987.07,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29545,281,755.62,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29546,281,670.13,1.26,486.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
29546,281,1145.72,1.26,486.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
29547,281,1515.79,2.1,808.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29547,281,1468.03,2.1,808.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29548,281,842.11,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29548,281,767.27,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29549,281,861.68,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29549,281,751.37,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
29550,281,628.96,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
29550,281,806.91,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29551,281,1070.54,1.76,676.53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
29551,281,1013.4,1.76,676.53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
29552,281,410.79,1.02,392.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29552,281,722.74,1.02,392.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29553,282,965.62,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29553,282,706.36,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29554,282,804.24,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29554,282,709.25,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29555,282,709.25,0.63,242.21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29555,282,804.24,0.63,242.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29556,282,1119.47,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29556,282,1181.19,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29557,282,1110.76,1.39,535.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29557,282,1244.73,1.39,535.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
29558,282,1009.71,0.72,277.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29558,282,847.83,0.72,277.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29559,282,889.07,1.66,637.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
29559,282,555.01,1.66,637.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29560,282,1470.41,2.05,788.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29560,282,1440.25,2.05,788.55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
29561,282,472.72,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29561,282,654.88,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29562,282,1434.91,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
29562,282,1286.63,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29563,282,1434.38,1.76,676.53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
29563,282,1292.29,1.76,676.53,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
29564,282,1289.05,2.16,830.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
29564,282,1247.02,2.16,830.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
29565,282,684.88,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29565,282,604.14,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29566,282,1665.24,1.76,676.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29566,282,1040.84,1.76,676.56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
29567,282,360.22,0.58,222.67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29567,282,406.36,0.58,222.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29568,282,1569.65,1.66,637.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
29568,282,1097.17,1.66,637.56,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29569,282,615.59,1.39,535.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29569,282,674.16,1.39,535.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29570,282,898.04,1.11,425.98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29570,282,1287.52,1.11,425.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29571,282,1119.47,1.44,555.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
29571,282,1181.19,1.44,555.74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29572,282,1067.3,1.43,550.69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29572,282,898.46,1.43,550.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
29573,282,1270.03,2.3,885.57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
